ensemble,cycle,reference_datetime,horizon,datetime,site_id,variable,prediction
gec00,00,2022-08-31,003,2022-08-31T03:00:00Z,rc,PRES,100067.828125
gec00,00,2022-08-31,003,2022-08-31T03:00:00Z,rc,TMP,24.450006103515648
gec00,00,2022-08-31,003,2022-08-31T03:00:00Z,rc,RH,90.13558197021484
gec00,00,2022-08-31,003,2022-08-31T03:00:00Z,rc,UGRD,-0.11822265386581421
gec00,00,2022-08-31,003,2022-08-31T03:00:00Z,rc,VGRD,0.17058348655700684
gec00,00,2022-08-31,003,2022-08-31T03:00:00Z,rc,APCP,1.2000000476837158
gec00,00,2022-08-31,003,2022-08-31T03:00:00Z,rc,TCDC,99
gec00,00,2022-08-31,003,2022-08-31T03:00:00Z,rc,DSWRF,10
gec00,00,2022-08-31,003,2022-08-31T03:00:00Z,rc,DLWRF,410.11273193359375
gec00,00,2022-08-31,006,2022-08-31T06:00:00Z,rc,PRES,100090.53125
gec00,00,2022-08-31,006,2022-08-31T06:00:00Z,rc,TMP,24.084832763671898
gec00,00,2022-08-31,006,2022-08-31T06:00:00Z,rc,RH,92.5362777709961
gec00,00,2022-08-31,006,2022-08-31T06:00:00Z,rc,UGRD,-1.2126758098602295
gec00,00,2022-08-31,006,2022-08-31T06:00:00Z,rc,VGRD,1.3056249618530273
gec00,00,2022-08-31,006,2022-08-31T06:00:00Z,rc,APCP,1.2000000476837158
gec00,00,2022-08-31,006,2022-08-31T06:00:00Z,rc,TCDC,99
gec00,00,2022-08-31,006,2022-08-31T06:00:00Z,rc,DSWRF,5
gec00,00,2022-08-31,006,2022-08-31T06:00:00Z,rc,DLWRF,411.3253173828125
gec00,00,2022-08-31,009,2022-08-31T09:00:00Z,rc,PRES,100017.890625
gec00,00,2022-08-31,009,2022-08-31T09:00:00Z,rc,TMP,23.441522216796898
gec00,00,2022-08-31,009,2022-08-31T09:00:00Z,rc,RH,94.916839599609375
gec00,00,2022-08-31,009,2022-08-31T09:00:00Z,rc,UGRD,-0.7688183188438416
gec00,00,2022-08-31,009,2022-08-31T09:00:00Z,rc,VGRD,1.6785424947738647
gec00,00,2022-08-31,009,2022-08-31T09:00:00Z,rc,APCP,0
gec00,00,2022-08-31,009,2022-08-31T09:00:00Z,rc,TCDC,90
gec00,00,2022-08-31,009,2022-08-31T09:00:00Z,rc,DSWRF,0
gec00,00,2022-08-31,009,2022-08-31T09:00:00Z,rc,DLWRF,405.6746826171875
gec00,00,2022-08-31,012,2022-08-31T12:00:00Z,rc,PRES,100120.765625
gec00,00,2022-08-31,012,2022-08-31T12:00:00Z,rc,TMP,23.053369140625023
gec00,00,2022-08-31,012,2022-08-31T12:00:00Z,rc,RH,94.16651153564453
gec00,00,2022-08-31,012,2022-08-31T12:00:00Z,rc,UGRD,-1.1181151866912842
gec00,00,2022-08-31,012,2022-08-31T12:00:00Z,rc,VGRD,1.2881323099136353
gec00,00,2022-08-31,012,2022-08-31T12:00:00Z,rc,APCP,0
gec00,00,2022-08-31,012,2022-08-31T12:00:00Z,rc,TCDC,95
gec00,00,2022-08-31,012,2022-08-31T12:00:00Z,rc,DSWRF,0
gec00,00,2022-08-31,012,2022-08-31T12:00:00Z,rc,DLWRF,404.4600830078125
gec00,00,2022-08-31,015,2022-08-31T15:00:00Z,rc,PRES,100218.875
gec00,00,2022-08-31,015,2022-08-31T15:00:00Z,rc,TMP,26.292443847656273
gec00,00,2022-08-31,015,2022-08-31T15:00:00Z,rc,RH,76.5350570678711
gec00,00,2022-08-31,015,2022-08-31T15:00:00Z,rc,UGRD,-1.1443920135498047
gec00,00,2022-08-31,015,2022-08-31T15:00:00Z,rc,VGRD,1.8701074123382568
gec00,00,2022-08-31,015,2022-08-31T15:00:00Z,rc,APCP,0.20000000298023224
gec00,00,2022-08-31,015,2022-08-31T15:00:00Z,rc,TCDC,86
gec00,00,2022-08-31,015,2022-08-31T15:00:00Z,rc,DSWRF,156
gec00,00,2022-08-31,015,2022-08-31T15:00:00Z,rc,DLWRF,411
gec00,00,2022-08-31,018,2022-08-31T18:00:00Z,rc,PRES,100117.8671875
gec00,00,2022-08-31,018,2022-08-31T18:00:00Z,rc,TMP,31.197351074218773
gec00,00,2022-08-31,018,2022-08-31T18:00:00Z,rc,RH,55.00825119018555
gec00,00,2022-08-31,018,2022-08-31T18:00:00Z,rc,UGRD,-0.013427734375
gec00,00,2022-08-31,018,2022-08-31T18:00:00Z,rc,VGRD,2.7107274532318115
gec00,00,2022-08-31,018,2022-08-31T18:00:00Z,rc,APCP,0.20000000298023224
gec00,00,2022-08-31,018,2022-08-31T18:00:00Z,rc,TCDC,86
gec00,00,2022-08-31,018,2022-08-31T18:00:00Z,rc,DSWRF,388
gec00,00,2022-08-31,018,2022-08-31T18:00:00Z,rc,DLWRF,420
gec00,00,2022-08-31,021,2022-08-31T21:00:00Z,rc,PRES,99875.34375
gec00,00,2022-08-31,021,2022-08-31T21:00:00Z,rc,TMP,33.84212646484377
gec00,00,2022-08-31,021,2022-08-31T21:00:00Z,rc,RH,43.8232421875
gec00,00,2022-08-31,021,2022-08-31T21:00:00Z,rc,UGRD,-0.48314207792282104
gec00,00,2022-08-31,021,2022-08-31T21:00:00Z,rc,VGRD,2.455822706222534
gec00,00,2022-08-31,021,2022-08-31T21:00:00Z,rc,APCP,0.029999999329447746
gec00,00,2022-08-31,021,2022-08-31T21:00:00Z,rc,TCDC,52
gec00,00,2022-08-31,021,2022-08-31T21:00:00Z,rc,DSWRF,810
gec00,00,2022-08-31,021,2022-08-31T21:00:00Z,rc,DLWRF,444
gec00,00,2022-08-31,024,2022-09-01T00:00:00Z,rc,PRES,99803.125
gec00,00,2022-08-31,024,2022-09-01T00:00:00Z,rc,TMP,32.11504516601565
gec00,00,2022-08-31,024,2022-09-01T00:00:00Z,rc,RH,51.7999153137207
gec00,00,2022-08-31,024,2022-09-01T00:00:00Z,rc,UGRD,-1.0597217082977295
gec00,00,2022-08-31,024,2022-09-01T00:00:00Z,rc,VGRD,1.024721622467041
gec00,00,2022-08-31,024,2022-09-01T00:00:00Z,rc,APCP,0
gec00,00,2022-08-31,024,2022-09-01T00:00:00Z,rc,TCDC,64
gec00,00,2022-08-31,024,2022-09-01T00:00:00Z,rc,DSWRF,547
gec00,00,2022-08-31,024,2022-09-01T00:00:00Z,rc,DLWRF,451
gec00,00,2022-08-31,027,2022-09-01T03:00:00Z,rc,PRES,99887.8671875
gec00,00,2022-08-31,027,2022-09-01T03:00:00Z,rc,TMP,28.992730712890648
gec00,00,2022-08-31,027,2022-09-01T03:00:00Z,rc,RH,61.0483512878418
gec00,00,2022-08-31,027,2022-09-01T03:00:00Z,rc,UGRD,-0.46489012241363525
gec00,00,2022-08-31,027,2022-09-01T03:00:00Z,rc,VGRD,1.2178173065185547
gec00,00,2022-08-31,027,2022-09-01T03:00:00Z,rc,APCP,0.10000000149011612
gec00,00,2022-08-31,027,2022-09-01T03:00:00Z,rc,TCDC,93
gec00,00,2022-08-31,027,2022-09-01T03:00:00Z,rc,DSWRF,6
gec00,00,2022-08-31,027,2022-09-01T03:00:00Z,rc,DLWRF,448
gec00,00,2022-08-31,030,2022-09-01T06:00:00Z,rc,PRES,99914.9375
gec00,00,2022-08-31,030,2022-09-01T06:00:00Z,rc,TMP,26.840814208984398
gec00,00,2022-08-31,030,2022-09-01T06:00:00Z,rc,RH,69.345184326171875
gec00,00,2022-08-31,030,2022-09-01T06:00:00Z,rc,UGRD,1.538415551185608
gec00,00,2022-08-31,030,2022-09-01T06:00:00Z,rc,VGRD,0.45036131143569946
gec00,00,2022-08-31,030,2022-09-01T06:00:00Z,rc,APCP,0.20000000298023224
gec00,00,2022-08-31,030,2022-09-01T06:00:00Z,rc,TCDC,63
gec00,00,2022-08-31,030,2022-09-01T06:00:00Z,rc,DSWRF,3
gec00,00,2022-08-31,030,2022-09-01T06:00:00Z,rc,DLWRF,431
gec00,00,2022-08-31,033,2022-09-01T09:00:00Z,rc,PRES,99840.7265625
gec00,00,2022-08-31,033,2022-09-01T09:00:00Z,rc,TMP,25.582543945312523
gec00,00,2022-08-31,033,2022-09-01T09:00:00Z,rc,RH,74.633056640625
gec00,00,2022-08-31,033,2022-09-01T09:00:00Z,rc,UGRD,-0.7684252858161926
gec00,00,2022-08-31,033,2022-09-01T09:00:00Z,rc,VGRD,0.053242187947034836
gec00,00,2022-08-31,033,2022-09-01T09:00:00Z,rc,APCP,0
gec00,00,2022-08-31,033,2022-09-01T09:00:00Z,rc,TCDC,64
gec00,00,2022-08-31,033,2022-09-01T09:00:00Z,rc,DSWRF,0
gec00,00,2022-08-31,033,2022-09-01T09:00:00Z,rc,DLWRF,408
gec00,00,2022-08-31,036,2022-09-01T12:00:00Z,rc,PRES,99877.4609375
gec00,00,2022-08-31,036,2022-09-01T12:00:00Z,rc,TMP,24.971368408203148
gec00,00,2022-08-31,036,2022-09-01T12:00:00Z,rc,RH,77.52973937988281
gec00,00,2022-08-31,036,2022-09-01T12:00:00Z,rc,UGRD,0.5165112018585205
gec00,00,2022-08-31,036,2022-09-01T12:00:00Z,rc,VGRD,2.0532469749450684
gec00,00,2022-08-31,036,2022-09-01T12:00:00Z,rc,APCP,0
gec00,00,2022-08-31,036,2022-09-01T12:00:00Z,rc,TCDC,82
gec00,00,2022-08-31,036,2022-09-01T12:00:00Z,rc,DSWRF,0
gec00,00,2022-08-31,036,2022-09-01T12:00:00Z,rc,DLWRF,406
gec00,00,2022-08-31,039,2022-09-01T15:00:00Z,rc,PRES,99937.5546875
gec00,00,2022-08-31,039,2022-09-01T15:00:00Z,rc,TMP,29.138604736328148
gec00,00,2022-08-31,039,2022-09-01T15:00:00Z,rc,RH,64.02272033691406
gec00,00,2022-08-31,039,2022-09-01T15:00:00Z,rc,UGRD,0.09300536662340164
gec00,00,2022-08-31,039,2022-09-01T15:00:00Z,rc,VGRD,1.6513549089431763
