ensemble,cycle,reference_datetime,horizon,datetime,site_id,variable,prediction
gec00,00,2022-10-11,003,2022-10-11T03:00:00Z,rc,PRES,100361.4296875
gec00,00,2022-10-11,003,2022-10-11T03:00:00Z,rc,TMP,22.084588623046898
gec00,00,2022-10-11,003,2022-10-11T03:00:00Z,rc,RH,47.855010986328125
gec00,00,2022-10-11,003,2022-10-11T03:00:00Z,rc,UGRD,-1.4608592987060547
gec00,00,2022-10-11,003,2022-10-11T03:00:00Z,rc,VGRD,4.288547039031982
gec00,00,2022-10-11,003,2022-10-11T03:00:00Z,rc,APCP,0
gec00,00,2022-10-11,003,2022-10-11T03:00:00Z,rc,TCDC,0
gec00,00,2022-10-11,003,2022-10-11T03:00:00Z,rc,DSWRF,0
gec00,00,2022-10-11,003,2022-10-11T03:00:00Z,rc,DLWRF,360
gec00,00,2022-10-11,006,2022-10-11T06:00:00Z,rc,PRES,100350.15625
gec00,00,2022-10-11,006,2022-10-11T06:00:00Z,rc,TMP,20.339105224609398
gec00,00,2022-10-11,006,2022-10-11T06:00:00Z,rc,RH,53.41432571411133
gec00,00,2022-10-11,006,2022-10-11T06:00:00Z,rc,UGRD,-0.7457543611526489
gec00,00,2022-10-11,006,2022-10-11T06:00:00Z,rc,VGRD,4.790244102478027
gec00,00,2022-10-11,006,2022-10-11T06:00:00Z,rc,APCP,0
gec00,00,2022-10-11,006,2022-10-11T06:00:00Z,rc,TCDC,29
gec00,00,2022-10-11,006,2022-10-11T06:00:00Z,rc,DSWRF,0
gec00,00,2022-10-11,006,2022-10-11T06:00:00Z,rc,DLWRF,356
gec00,00,2022-10-11,009,2022-10-11T09:00:00Z,rc,PRES,100320.5859375
gec00,00,2022-10-11,009,2022-10-11T09:00:00Z,rc,TMP,18.094079589843773
gec00,00,2022-10-11,009,2022-10-11T09:00:00Z,rc,RH,65.25957489013672
gec00,00,2022-10-11,009,2022-10-11T09:00:00Z,rc,UGRD,0.4492211937904358
gec00,00,2022-10-11,009,2022-10-11T09:00:00Z,rc,VGRD,3.904059886932373
gec00,00,2022-10-11,009,2022-10-11T09:00:00Z,rc,APCP,0
gec00,00,2022-10-11,009,2022-10-11T09:00:00Z,rc,TCDC,95
gec00,00,2022-10-11,009,2022-10-11T09:00:00Z,rc,DSWRF,0
gec00,00,2022-10-11,009,2022-10-11T09:00:00Z,rc,DLWRF,349
gec00,00,2022-10-11,012,2022-10-11T12:00:00Z,rc,PRES,100347.8984375
gec00,00,2022-10-11,012,2022-10-11T12:00:00Z,rc,TMP,16.322991943359398
gec00,00,2022-10-11,012,2022-10-11T12:00:00Z,rc,RH,76.25145721435547
gec00,00,2022-10-11,012,2022-10-11T12:00:00Z,rc,UGRD,-0.3808862268924713
gec00,00,2022-10-11,012,2022-10-11T12:00:00Z,rc,VGRD,3.421586751937866
gec00,00,2022-10-11,012,2022-10-11T12:00:00Z,rc,APCP,0
gec00,00,2022-10-11,012,2022-10-11T12:00:00Z,rc,TCDC,98
gec00,00,2022-10-11,012,2022-10-11T12:00:00Z,rc,DSWRF,0
