ensemble,cycle,reference_datetime,horizon,datetime,site_id,variable,prediction
gec00,00,2022-09-26,003,2022-09-26T03:00:00Z,rc,PRES,99887.1796875
gec00,00,2022-09-26,003,2022-09-26T03:00:00Z,rc,TMP,26.350000000000023
gec00,00,2022-09-26,003,2022-09-26T03:00:00Z,rc,RH,56.66701889038086
gec00,00,2022-09-26,003,2022-09-26T03:00:00Z,rc,UGRD,-0.8559691905975342
gec00,00,2022-09-26,003,2022-09-26T03:00:00Z,rc,VGRD,-3.6297459602355957
gec00,00,2022-09-26,003,2022-09-26T03:00:00Z,rc,APCP,0
gec00,00,2022-09-26,003,2022-09-26T03:00:00Z,rc,TCDC,0
gec00,00,2022-09-26,003,2022-09-26T03:00:00Z,rc,DSWRF,0
gec00,00,2022-09-26,003,2022-09-26T03:00:00Z,rc,DLWRF,395
gec00,00,2022-09-26,006,2022-09-26T06:00:00Z,rc,PRES,99935.984375
gec00,00,2022-09-26,006,2022-09-26T06:00:00Z,rc,TMP,24.683923339843773
gec00,00,2022-09-26,006,2022-09-26T06:00:00Z,rc,RH,42.313045501708984
gec00,00,2022-09-26,006,2022-09-26T06:00:00Z,rc,UGRD,-2.353508234024048
gec00,00,2022-09-26,006,2022-09-26T06:00:00Z,rc,VGRD,-5.432978630065918
gec00,00,2022-09-26,006,2022-09-26T06:00:00Z,rc,APCP,0.12999999523162842
gec00,00,2022-09-26,006,2022-09-26T06:00:00Z,rc,TCDC,0
gec00,00,2022-09-26,006,2022-09-26T06:00:00Z,rc,DSWRF,0
gec00,00,2022-09-26,006,2022-09-26T06:00:00Z,rc,DLWRF,388
gec00,00,2022-09-26,009,2022-09-26T09:00:00Z,rc,PRES,100044.9140625
gec00,00,2022-09-26,009,2022-09-26T09:00:00Z,rc,TMP,22.485162353515648
gec00,00,2022-09-26,009,2022-09-26T09:00:00Z,rc,RH,33.01222610473633
gec00,00,2022-09-26,009,2022-09-26T09:00:00Z,rc,UGRD,-2.425722599029541
gec00,00,2022-09-26,009,2022-09-26T09:00:00Z,rc,VGRD,-4.595998287200928
gec00,00,2022-09-26,009,2022-09-26T09:00:00Z,rc,APCP,0
gec00,00,2022-09-26,009,2022-09-26T09:00:00Z,rc,TCDC,0
gec00,00,2022-09-26,009,2022-09-26T09:00:00Z,rc,DSWRF,0
gec00,00,2022-09-26,009,2022-09-26T09:00:00Z,rc,DLWRF,356
gec00,00,2022-09-26,012,2022-09-26T12:00:00Z,rc,PRES,100252.640625
gec00,00,2022-09-26,012,2022-09-26T12:00:00Z,rc,TMP,19.028619384765648
gec00,00,2022-09-26,012,2022-09-26T12:00:00Z,rc,RH,38.34743881225586
gec00,00,2022-09-26,012,2022-09-26T12:00:00Z,rc,UGRD,-1.4629589319229126
gec00,00,2022-09-26,012,2022-09-26T12:00:00Z,rc,VGRD,-4.1295166015625
gec00,00,2022-09-26,012,2022-09-26T12:00:00Z,rc,APCP,0
gec00,00,2022-09-26,012,2022-09-26T12:00:00Z,rc,TCDC,0
gec00,00,2022-09-26,012,2022-09-26T12:00:00Z,rc,DSWRF,0
gec00,00,2022-09-26,012,2022-09-26T12:00:00Z,rc,DLWRF,347
gec00,00,2022-09-26,015,2022-09-26T15:00:00Z,rc,PRES,100430.3671875
gec00,00,2022-09-26,015,2022-09-26T15:00:00Z,rc,TMP,24.009393310546898
gec00,00,2022-09-26,015,2022-09-26T15:00:00Z,rc,RH,33.05625534057617
gec00,00,2022-09-26,015,2022-09-26T15:00:00Z,rc,UGRD,-3.2137451171875
gec00,00,2022-09-26,015,2022-09-26T15:00:00Z,rc,VGRD,-3.7695066928863525
gec00,00,2022-09-26,015,2022-09-26T15:00:00Z,rc,APCP,0
gec00,00,2022-09-26,015,2022-09-26T15:00:00Z,rc,TCDC,0
gec00,00,2022-09-26,015,2022-09-26T15:00:00Z,rc,DSWRF,210
gec00,00,2022-09-26,015,2022-09-26T15:00:00Z,rc,DLWRF,324
gec00,00,2022-09-26,018,2022-09-26T18:00:00Z,rc,PRES,100317.65625
gec00,00,2022-09-26,018,2022-09-26T18:00:00Z,rc,TMP,29.950006103515648
gec00,00,2022-09-26,018,2022-09-26T18:00:00Z,rc,RH,21.553815841674805
gec00,00,2022-09-26,018,2022-09-26T18:00:00Z,rc,UGRD,-3.234020948410034
gec00,00,2022-09-26,018,2022-09-26T18:00:00Z,rc,VGRD,-4.344826698303223
gec00,00,2022-09-26,018,2022-09-26T18:00:00Z,rc,APCP,0
gec00,00,2022-09-26,018,2022-09-26T18:00:00Z,rc,TCDC,0
gec00,00,2022-09-26,018,2022-09-26T18:00:00Z,rc,DSWRF,474
gec00,00,2022-09-26,018,2022-09-26T18:00:00Z,rc,DLWRF,336
gec00,00,2022-09-26,021,2022-09-26T21:00:00Z,rc,PRES,100130.625
gec00,00,2022-09-26,021,2022-09-26T21:00:00Z,rc,TMP,30.578912353515648
gec00,00,2022-09-26,021,2022-09-26T21:00:00Z,rc,RH,19.822790145874023
gec00,00,2022-09-26,021,2022-09-26T21:00:00Z,rc,UGRD,-2.7587010860443115
gec00,00,2022-09-26,021,2022-09-26T21:00:00Z,rc,VGRD,-5.525471210479736
gec00,00,2022-09-26,021,2022-09-26T21:00:00Z,rc,APCP,0
gec00,00,2022-09-26,021,2022-09-26T21:00:00Z,rc,TCDC,0
gec00,00,2022-09-26,021,2022-09-26T21:00:00Z,rc,DSWRF,790
gec00,00,2022-09-26,021,2022-09-26T21:00:00Z,rc,DLWRF,358.24749755859375
gec00,00,2022-09-26,024,2022-09-27T00:00:00Z,rc,PRES,100144.765625
gec00,00,2022-09-26,024,2022-09-27T00:00:00Z,rc,TMP,25.669366455078148
gec00,00,2022-09-26,024,2022-09-27T00:00:00Z,rc,RH,26.537206649780273
gec00,00,2022-09-26,024,2022-09-27T00:00:00Z,rc,UGRD,-3.349684953689575
gec00,00,2022-09-26,024,2022-09-27T00:00:00Z,rc,VGRD,-1.654628872871399
gec00,00,2022-09-26,024,2022-09-27T00:00:00Z,rc,APCP,0
gec00,00,2022-09-26,024,2022-09-27T00:00:00Z,rc,TCDC,0
gec00,00,2022-09-26,024,2022-09-27T00:00:00Z,rc,DSWRF,559
gec00,00,2022-09-26,024,2022-09-27T00:00:00Z,rc,DLWRF,353
