ensemble,cycle,reference_datetime,horizon,datetime,site_id,variable,prediction
gec00,00,2022-11-28,003,2022-11-28T03:00:00Z,rc,PRES,99947.7890625
gec00,00,2022-11-28,003,2022-11-28T03:00:00Z,rc,TMP,11.312341308593773
gec00,00,2022-11-28,003,2022-11-28T03:00:00Z,rc,RH,77.0832748413086
gec00,00,2022-11-28,003,2022-11-28T03:00:00Z,rc,UGRD,1.9280102252960205
gec00,00,2022-11-28,003,2022-11-28T03:00:00Z,rc,VGRD,-1.332863688468933
gec00,00,2022-11-28,003,2022-11-28T03:00:00Z,rc,APCP,0
gec00,00,2022-11-28,003,2022-11-28T03:00:00Z,rc,TCDC,0
gec00,00,2022-11-28,003,2022-11-28T03:00:00Z,rc,DSWRF,0
gec00,00,2022-11-28,003,2022-11-28T03:00:00Z,rc,DLWRF,290.68255615234375
gec00,00,2022-11-28,006,2022-11-28T06:00:00Z,rc,PRES,99968.6640625
gec00,00,2022-11-28,006,2022-11-28T06:00:00Z,rc,TMP,9.543756103515648
gec00,00,2022-11-28,006,2022-11-28T06:00:00Z,rc,RH,78.18770599365234
gec00,00,2022-11-28,006,2022-11-28T06:00:00Z,rc,UGRD,0.8977490067481995
gec00,00,2022-11-28,006,2022-11-28T06:00:00Z,rc,VGRD,-2.695485830307007
gec00,00,2022-11-28,006,2022-11-28T06:00:00Z,rc,APCP,0
gec00,00,2022-11-28,006,2022-11-28T06:00:00Z,rc,TCDC,0
gec00,00,2022-11-28,006,2022-11-28T06:00:00Z,rc,DSWRF,0
gec00,00,2022-11-28,006,2022-11-28T06:00:00Z,rc,DLWRF,286
gec00,00,2022-11-28,009,2022-11-28T09:00:00Z,rc,PRES,99954.640625
gec00,00,2022-11-28,009,2022-11-28T09:00:00Z,rc,TMP,8.138055419921898
gec00,00,2022-11-28,009,2022-11-28T09:00:00Z,rc,RH,76.2374038696289
gec00,00,2022-11-28,009,2022-11-28T09:00:00Z,rc,UGRD,0.1368994116783142
gec00,00,2022-11-28,009,2022-11-28T09:00:00Z,rc,VGRD,-0.3917285203933716
gec00,00,2022-11-28,009,2022-11-28T09:00:00Z,rc,APCP,0
gec00,00,2022-11-28,009,2022-11-28T09:00:00Z,rc,TCDC,0
gec00,00,2022-11-28,009,2022-11-28T09:00:00Z,rc,DSWRF,0
gec00,00,2022-11-28,009,2022-11-28T09:00:00Z,rc,DLWRF,274
gec00,00,2022-11-28,012,2022-11-28T12:00:00Z,rc,PRES,99971.6328125
gec00,00,2022-11-28,012,2022-11-28T12:00:00Z,rc,TMP,7.589288330078148
gec00,00,2022-11-28,012,2022-11-28T12:00:00Z,rc,RH,76.0782470703125
gec00,00,2022-11-28,012,2022-11-28T12:00:00Z,rc,UGRD,0.29097288846969604
gec00,00,2022-11-28,012,2022-11-28T12:00:00Z,rc,VGRD,0.7771508693695068
gec00,00,2022-11-28,012,2022-11-28T12:00:00Z,rc,APCP,0
gec00,00,2022-11-28,012,2022-11-28T12:00:00Z,rc,TCDC,0
gec00,00,2022-11-28,012,2022-11-28T12:00:00Z,rc,DSWRF,0
gec00,00,2022-11-28,012,2022-11-28T12:00:00Z,rc,DLWRF,272
gec00,00,2022-11-28,015,2022-11-28T15:00:00Z,rc,PRES,100067.625
gec00,00,2022-11-28,015,2022-11-28T15:00:00Z,rc,TMP,10.628106689453148
gec00,00,2022-11-28,015,2022-11-28T15:00:00Z,rc,RH,72.91918182373047
