ensemble,cycle,reference_datetime,horizon,datetime,site_id,variable,prediction
gec00,00,2022-09-01,003,2022-09-01T03:00:00Z,rc,PRES,100017.2109375
gec00,00,2022-09-01,003,2022-09-01T03:00:00Z,rc,TMP,25.992700195312523
gec00,00,2022-09-01,003,2022-09-01T03:00:00Z,rc,RH,77.24674987792969
gec00,00,2022-09-01,003,2022-09-01T03:00:00Z,rc,UGRD,1.0063574314117432
gec00,00,2022-09-01,003,2022-09-01T03:00:00Z,rc,VGRD,-1.2400023937225342
gec00,00,2022-09-01,003,2022-09-01T03:00:00Z,rc,APCP,0
gec00,00,2022-09-01,003,2022-09-01T03:00:00Z,rc,TCDC,80
gec00,00,2022-09-01,003,2022-09-01T03:00:00Z,rc,DSWRF,11
gec00,00,2022-09-01,003,2022-09-01T03:00:00Z,rc,DLWRF,410
gec00,00,2022-09-01,006,2022-09-01T06:00:00Z,rc,PRES,100025.9609375
gec00,00,2022-09-01,006,2022-09-01T06:00:00Z,rc,TMP,25.270135498046898
gec00,00,2022-09-01,006,2022-09-01T06:00:00Z,rc,RH,79.34270477294922
gec00,00,2022-09-01,006,2022-09-01T06:00:00Z,rc,UGRD,-0.5119823813438416
gec00,00,2022-09-01,006,2022-09-01T06:00:00Z,rc,VGRD,-0.29351806640625
gec00,00,2022-09-01,006,2022-09-01T06:00:00Z,rc,APCP,0
gec00,00,2022-09-01,006,2022-09-01T06:00:00Z,rc,TCDC,89
gec00,00,2022-09-01,006,2022-09-01T06:00:00Z,rc,DSWRF,5
gec00,00,2022-09-01,006,2022-09-01T06:00:00Z,rc,DLWRF,407.190673828125
gec00,00,2022-09-01,009,2022-09-01T09:00:00Z,rc,PRES,99955.1796875
gec00,00,2022-09-01,009,2022-09-01T09:00:00Z,rc,TMP,24.771905517578148
gec00,00,2022-09-01,009,2022-09-01T09:00:00Z,rc,RH,80.70429992675781
gec00,00,2022-09-01,009,2022-09-01T09:00:00Z,rc,UGRD,-0.1194750964641571
gec00,00,2022-09-01,009,2022-09-01T09:00:00Z,rc,VGRD,-0.05368652194738388
gec00,00,2022-09-01,009,2022-09-01T09:00:00Z,rc,APCP,0
gec00,00,2022-09-01,009,2022-09-01T09:00:00Z,rc,TCDC,92
gec00,00,2022-09-01,009,2022-09-01T09:00:00Z,rc,DSWRF,0
gec00,00,2022-09-01,009,2022-09-01T09:00:00Z,rc,DLWRF,402.190673828125
gec00,00,2022-09-01,012,2022-09-01T12:00:00Z,rc,PRES,99993.5859375
gec00,00,2022-09-01,012,2022-09-01T12:00:00Z,rc,TMP,24.342095947265648
gec00,00,2022-09-01,012,2022-09-01T12:00:00Z,rc,RH,81.94564056396484
gec00,00,2022-09-01,012,2022-09-01T12:00:00Z,rc,UGRD,-0.48560789227485657
gec00,00,2022-09-01,012,2022-09-01T12:00:00Z,rc,VGRD,0.2142993062734604
gec00,00,2022-09-01,012,2022-09-01T12:00:00Z,rc,APCP,0
gec00,00,2022-09-01,012,2022-09-01T12:00:00Z,rc,TCDC,93
gec00,00,2022-09-01,012,2022-09-01T12:00:00Z,rc,DSWRF,0
gec00,00,2022-09-01,012,2022-09-01T12:00:00Z,rc,DLWRF,402
gec00,00,2022-09-01,015,2022-09-01T15:00:00Z,rc,PRES,100077.1015625
gec00,00,2022-09-01,015,2022-09-01T15:00:00Z,rc,TMP,28.850000000000023
gec00,00,2022-09-01,015,2022-09-01T15:00:00Z,rc,RH,63.922828674316406
gec00,00,2022-09-01,015,2022-09-01T15:00:00Z,rc,UGRD,-1.570766568183899
gec00,00,2022-09-01,015,2022-09-01T15:00:00Z,rc,VGRD,0.985339343547821
gec00,00,2022-09-01,015,2022-09-01T15:00:00Z,rc,APCP,0
gec00,00,2022-09-01,015,2022-09-01T15:00:00Z,rc,TCDC,77
gec00,00,2022-09-01,015,2022-09-01T15:00:00Z,rc,DSWRF,200
gec00,00,2022-09-01,015,2022-09-01T15:00:00Z,rc,DLWRF,408
gec00,00,2022-09-01,018,2022-09-01T18:00:00Z,rc,PRES,99963.4921875
gec00,00,2022-09-01,018,2022-09-01T18:00:00Z,rc,TMP,32.95000610351565
gec00,00,2022-09-01,018,2022-09-01T18:00:00Z,rc,RH,47.53041458129883
gec00,00,2022-09-01,018,2022-09-01T18:00:00Z,rc,UGRD,-0.3064599633216858
gec00,00,2022-09-01,018,2022-09-01T18:00:00Z,rc,VGRD,2.241703987121582
gec00,00,2022-09-01,018,2022-09-01T18:00:00Z,rc,APCP,0.20000000298023224
gec00,00,2022-09-01,018,2022-09-01T18:00:00Z,rc,TCDC,71
gec00,00,2022-09-01,018,2022-09-01T18:00:00Z,rc,DSWRF,463
gec00,00,2022-09-01,018,2022-09-01T18:00:00Z,rc,DLWRF,420.1116943359375
gec00,00,2022-09-01,021,2022-09-01T21:00:00Z,rc,PRES,99768.6484375
gec00,00,2022-09-01,021,2022-09-01T21:00:00Z,rc,TMP,32.2499938964844
gec00,00,2022-09-01,021,2022-09-01T21:00:00Z,rc,RH,50.28700637817383
gec00,00,2022-09-01,021,2022-09-01T21:00:00Z,rc,UGRD,-2.9368090629577637
gec00,00,2022-09-01,021,2022-09-01T21:00:00Z,rc,VGRD,-0.515942394733429
gec00,00,2022-09-01,021,2022-09-01T21:00:00Z,rc,APCP,1.100000023841858
gec00,00,2022-09-01,021,2022-09-01T21:00:00Z,rc,TCDC,95
gec00,00,2022-09-01,021,2022-09-01T21:00:00Z,rc,DSWRF,460
gec00,00,2022-09-01,021,2022-09-01T21:00:00Z,rc,DLWRF,463
gec00,00,2022-09-01,024,2022-09-02T00:00:00Z,rc,PRES,99686.0703125
gec00,00,2022-09-01,024,2022-09-02T00:00:00Z,rc,TMP,29.798333740234398
gec00,00,2022-09-01,024,2022-09-02T00:00:00Z,rc,RH,62.34145736694336
gec00,00,2022-09-01,024,2022-09-02T00:00:00Z,rc,UGRD,-1.2702856063842773
gec00,00,2022-09-01,024,2022-09-02T00:00:00Z,rc,VGRD,-1.2740893363952637
gec00,00,2022-09-01,024,2022-09-02T00:00:00Z,rc,APCP,1.899999976158142
gec00,00,2022-09-01,024,2022-09-02T00:00:00Z,rc,TCDC,90
gec00,00,2022-09-01,024,2022-09-02T00:00:00Z,rc,DSWRF,296
gec00,00,2022-09-01,024,2022-09-02T00:00:00Z,rc,DLWRF,456
gec00,00,2022-09-01,027,2022-09-02T03:00:00Z,rc,PRES,99842.6640625
gec00,00,2022-09-01,027,2022-09-02T03:00:00Z,rc,TMP,23.450006103515648
gec00,00,2022-09-01,027,2022-09-02T03:00:00Z,rc,RH,92.3511962890625
gec00,00,2022-09-01,027,2022-09-02T03:00:00Z,rc,UGRD,-0.42106688022613525
gec00,00,2022-09-01,027,2022-09-02T03:00:00Z,rc,VGRD,-5.595229148864746
gec00,00,2022-09-01,027,2022-09-02T03:00:00Z,rc,APCP,6.609999656677246
gec00,00,2022-09-01,027,2022-09-02T03:00:00Z,rc,TCDC,100
gec00,00,2022-09-01,027,2022-09-02T03:00:00Z,rc,DSWRF,10
gec00,00,2022-09-01,027,2022-09-02T03:00:00Z,rc,DLWRF,417
gec00,00,2022-09-01,030,2022-09-02T06:00:00Z,rc,PRES,99871.25
gec00,00,2022-09-01,030,2022-09-02T06:00:00Z,rc,TMP,23.650018310546898
gec00,00,2022-09-01,030,2022-09-02T06:00:00Z,rc,RH,92.25594329833984
gec00,00,2022-09-01,030,2022-09-02T06:00:00Z,rc,UGRD,-2.9370923042297363
gec00,00,2022-09-01,030,2022-09-02T06:00:00Z,rc,VGRD,-0.47081297636032104
gec00,00,2022-09-01,030,2022-09-02T06:00:00Z,rc,APCP,7.900000095367432
gec00,00,2022-09-01,030,2022-09-02T06:00:00Z,rc,TCDC,99
gec00,00,2022-09-01,030,2022-09-02T06:00:00Z,rc,DSWRF,3
gec00,00,2022-09-01,030,2022-09-02T06:00:00Z,rc,DLWRF,416
gec00,00,2022-09-01,033,2022-09-02T09:00:00Z,rc,PRES,99737.4765625
gec00,00,2022-09-01,033,2022-09-02T09:00:00Z,rc,TMP,23.350000000000023
gec00,00,2022-09-01,033,2022-09-02T09:00:00Z,rc,RH,93.6632308959961
gec00,00,2022-09-01,033,2022-09-02T09:00:00Z,rc,UGRD,-0.9350903034210205
gec00,00,2022-09-01,033,2022-09-02T09:00:00Z,rc,VGRD,-0.4811035096645355
gec00,00,2022-09-01,033,2022-09-02T09:00:00Z,rc,APCP,2.5
gec00,00,2022-09-01,033,2022-09-02T09:00:00Z,rc,TCDC,90
gec00,00,2022-09-01,033,2022-09-02T09:00:00Z,rc,DSWRF,0
gec00,00,2022-09-01,033,2022-09-02T09:00:00Z,rc,DLWRF,411
gec00,00,2022-09-01,036,2022-09-02T12:00:00Z,rc,PRES,99791.3671875
gec00,00,2022-09-01,036,2022-09-02T12:00:00Z,rc,TMP,23.249993896484398
gec00,00,2022-09-01,036,2022-09-02T12:00:00Z,rc,RH,94.05607604980469
gec00,00,2022-09-01,036,2022-09-02T12:00:00Z,rc,UGRD,-0.13265380263328552
gec00,00,2022-09-01,036,2022-09-02T12:00:00Z,rc,VGRD,-1.4444286823272705
gec00,00,2022-09-01,036,2022-09-02T12:00:00Z,rc,APCP,4.800000190734863
gec00,00,2022-09-01,036,2022-09-02T12:00:00Z,rc,TCDC,95
gec00,00,2022-09-01,036,2022-09-02T12:00:00Z,rc,DSWRF,0
gec00,00,2022-09-01,036,2022-09-02T12:00:00Z,rc,DLWRF,414
gec00,00,2022-09-01,039,2022-09-02T15:00:00Z,rc,PRES,99953.9609375
gec00,00,2022-09-01,039,2022-09-02T15:00:00Z,rc,TMP,24.249993896484398
gec00,00,2022-09-01,039,2022-09-02T15:00:00Z,rc,RH,90.06571197509766
gec00,00,2022-09-01,039,2022-09-02T15:00:00Z,rc,UGRD,-0.6627221703529358
gec00,00,2022-09-01,039,2022-09-02T15:00:00Z,rc,VGRD,-1.6343237161636353
gec00,00,2022-09-01,039,2022-09-02T15:00:00Z,rc,APCP,2.4000000953674316
