ensemble,forecast_datetime_UTC,air_pressure,air_temperature,relative_humidity,eastward_wind,northward_wind,precipitation_flux,cloud_area_fraction,surface_downwelling_shortwave_flux_in_air,surface_downwelling_longwave_flux_in_air,hours_since_forecast_issue,forecast_issue_datetime,wind_speed,wind_direction
1,2022-11-12T03:00:00Z,100355.6875,5.861413574218773,65.7703628540039,0.7311535477638245,-8.710854530334473,0,73,0,313,3,2022-11-12T00:00:00Z,8.741485695181124,-85.20207272774053
1,2022-11-12T06:00:00Z,100525.5234375,4.757012939453148,64.264373779296875,-0.17787231504917145,-7.171872615814209,0,41,0,287,6,2022-11-12T00:00:00Z,7.174078015879581,-91.42072296457107
1,2022-11-12T09:00:00Z,100620.8203125,3.8847900390625223,67.46583557128906,0.7168603539466858,-6.876103401184082,0,44,0,251.190673828125,9,2022-11-12T00:00:00Z,6.913370144208674,-84.0481945377318
1,2022-11-12T12:00:00Z,100786.34375,2.8390136718750227,66.26249694824219,-0.06807617098093033,-6.137199401855469,0,58,0,249.94415283203125,12,2022-11-12T00:00:00Z,6.137576953748975,-90.63552071004929
1,2022-11-12T15:00:00Z,101052.3984375,4.707666015625023,51.34441757202149,-0.44700437784194946,-6.802504539489746,0,98,90,246,15,2022-11-12T00:00:00Z,6.817175435881672,-93.75959995771775
1,2022-11-12T18:00:00Z,101045.140625,8.445489501953148,39.51115798950195,0.11876709014177322,-6.675434589385986,0,97,310,248,18,2022-11-12T00:00:00Z,6.676491037878475,-88.98072027443843
1,2022-11-12T21:00:00Z,100840.7109375,10.011773681640648,35.9037971496582,-0.20836180448532104,-6.832807540893555,0,71,600,248,21,2022-11-12T00:00:00Z,6.835983728217922,-91.74665443550303
1,2022-11-13T00:00:00Z,100889.921875,5.926812744140648,47.25635528564453,-1.0706249475479126,-3.298098087310791,0,47,381,246,24,2022-11-12T00:00:00Z,3.467519109080016,-107.98440959891187
1,2022-11-13T03:00:00Z,101002.1328125,4.016320800781273,50.41170883178711,-1.6758520603179932,-2.747570753097534,0,0,0,235,27,2022-11-12T00:00:00Z,3.2183264550615456,-121.3806666058559
1,2022-11-13T06:00:00Z,101063.875,2.6830383300781477,51.1105842590332,-1.664858341217041,-2.6025609970092773,0,0,0,233,30,2022-11-12T00:00:00Z,3.089510809088371,-122.60704847542407
1,2022-11-13T09:00:00Z,101001.0546875,1.4476257324218975,54.8125114440918,-2.0831005573272705,-1.3057836294174194,0,0,0,228,33,2022-11-12T00:00:00Z,2.4585318421349993,-147.91861453914376
1,2022-11-13T12:00:00Z,101096.5234375,0.5305725097656477,55.16431427001953,-1.9370678663253784,-1.3083666563034058,0,0,0,227.190673828125,36,2022-11-12T00:00:00Z,2.337531866323304,-145.96346570724873
1,2022-11-13T15:00:00Z,101143.3984375,4.140008544921898,45.9431266784668,-3.096144914627075,-0.24964354932308197,0,8,110,228.88565063476565,39,2022-11-12T00:00:00Z,3.1061930452065796,-175.39018828530743
1,2022-11-13T18:00:00Z,100955.828125,9.428338623046898,34.37800216674805,-3.3216552734375,1.025903344154358,0,20,340,239,42,2022-11-12T00:00:00Z,3.476473993445406,162.83653735727538
1,2022-11-13T21:00:00Z,100622,11.608911132812525,34.480506896972656,-3.5375242233276367,0.663708508014679,0,38,570,265.41546630859375,45,2022-11-12T00:00:00Z,3.5992480623375864,169.37373083745513
1,2022-11-14T00:00:00Z,100483.0390625,8.028497314453148,48.32640838623047,-2.7043774127960205,0.9266552329063416,0,63,348,274,48,2022-11-12T00:00:00Z,2.8587317312951916,161.0859703529481
1,2022-11-14T03:00:00Z,100492.6796875,7.295312500000023,51.20686721801758,-3.4756834506988525,1.5666064023971558,0,100,0,296,51,2022-11-12T00:00:00Z,3.8124311232458536,155.73732277326963
1,2022-11-14T06:00:00Z,100465.40625,6.793328857421898,51.39727783203125,-3.347038507461548,1.7769824266433716,0,100,0,298,54,2022-11-12T00:00:00Z,3.789503043280186,152.03563755005993
