ensemble,forecast_datetime_UTC,air_pressure,TSOIL,SOILW,WEASD,SNOD,ICETK,air_temperature,relative_humidity,TMAX,TMIN,eastward_wind,northward_wind,precipitation_flux,CSNOW,CICEP,CFRZR,CRAIN,LHTFL,SHTFL,PWAT,cloud_area_fraction,surface_downwelling_shortwave_flux_in_air,surface_downwelling_longwave_flux_in_air,USWRF,ULWRF,hours_since_forecast_issue,forecast_issue_datetime,wind_speed,wind_direction
1,2022-04-28T03:00:00Z,100156.171875,291.1844177246094,0.20600001513957977,0,0,0,18.5002380371094,66.15937805175781,22.200219726562523,18.470330810546898,-2.8545215129852295,2.8777830600738525,0,0,0,0,0,12.494836807250977,-46.700721740722656,27,27,10,356,3,408,3,2022-04-28T00:00:00Z,4.053384808890406,134.76749645095404
1,2022-04-28T06:00:00Z,100119.0625,290.89202880859375,0.20600001513957977,0,0,0,16.472558593750023,71.37443542480469,22.172570800781273,16.470330810546898,-1.90499746799469,3.325392961502075,0,0,0,0,0,8.377197265625,-46.026832580566406,27.5,47,8,348,2,401,6,2022-04-28T00:00:00Z,3.8323952955656493,119.80683650287929
1,2022-04-28T09:00:00Z,100024.265625,290.4920349121094,0.20600001513957977,0,0,0,15.078424072265648,78.89972686767578,16.400994873046898,15.083856201171898,-0.5551245212554932,3.4503588676452637,0,0,0,0,0,3.774459838867187,-42.5298957824707,28.600000381469727,27,0,332,0,387.11273193359375,9,2022-04-28T00:00:00Z,3.4947302542023824,99.13993024185662
1,2022-04-28T12:00:00Z,100049.9296875,289.9920349121094,0.20600001513957977,0,0,0,14.061273193359398,93.73062896728516,16.483819580078148,14.072564697265648,-1.9930639266967771,3.605388164520264,0,0,0,0,0,2.7347946166992188,-37.7140007019043,28.399999618530273,25,0,330,0,383.03765869140625,12,2022-04-28T00:00:00Z,4.1196028489118675,118.93388264022278
1,2022-04-28T15:00:00Z,100140.375,290.1920166015625,0.20500001311302185,0,0,0,20.650018310546898,82.2771224975586,20.661248779296898,14.161248779296898,0.22846923768520355,6.001081466674805,0,0,0,0,0,94.20565032958984,47.60124588012695,30.899999618530273,46,280,342,49,403.1051635742187,15,2022-04-28T00:00:00Z,6.005428957388164,87.81972563699715
1,2022-04-28T18:00:00Z,99990.5546875,290.9920349121094,0.203000009059906,0,0,0,23.065484619140648,76.31233978271484,23.049981689453148,14.170465087890648,0.8183788657188416,5.907651424407959,0.10000000149011612,0,0,0,1,146.33251953125,66.50981903076172,30.399999618530273,71,341,376,54,420,18,2022-04-28T00:00:00Z,5.964066508697287,82.11308889595217
1,2022-04-28T21:00:00Z,99681.0234375,291.97900390625,0.20000000298023224,0,0,0,26.236199951171898,64.84815216064453,26.279656982421898,23.336206054687523,-0.48606932163238525,6.255927562713623,0,0,0,0,1,283.79754638671875,90.97600555419922,31.30000114440918,100,540,413,77,452,21,2022-04-28T00:00:00Z,6.274782311391542,94.44280734636027
1,2022-04-29T00:00:00Z,99492.609375,292.70440673828125,0.1980000138282776,0,0,0,24.930017089843773,72.99742126464844,26.670526123046898,23.377343750000023,-1.689064860343933,4.944262504577637,0.10000000149011612,0,0,0,1,240.6867218017578,46.07331466674805,31.600000381469727,98,429,409,64,452.5910034179687,24,2022-04-28T00:00:00Z,5.224813089156491,108.86125448233265
1,2022-04-29T03:00:00Z,99555.71875,292.8744201660156,0.1980000138282776,0,0,0,22.450006103515648,73.84989166259766,24.7499938964844,22.394158935546898,-2.175910711288452,6.52996301651001,0.00999999977648258,0,0,0,0,19.007720947265625,-60.41781234741211,29.80000114440918,96,20,381,3,429,27,2022-04-28T00:00:00Z,6.882950270086827,108.42907629992334
1,2022-04-29T06:00:00Z,99617.328125,292.84600830078125,0.1980000138282776,0,0,0,20.098291015625023,84.5715103149414,24.7499938964844,20.064416503906273,-0.7611669898033142,7.062932014465332,0,0,0,0,0,12.03863525390625,-62.1739387512207,25.399999618530273,66,8,370,1,424,30,2022-04-28T00:00:00Z,7.103828814612973,96.15098438419487
1,2022-04-29T09:00:00Z,99448.9140625,292.5459899902344,0.1980000138282776,0,0,0,19.450006103515648,89.14800262451172,19.9079528808594,18.550012207031273,0.1859753429889679,7.978338241577148,0,0,0,0,0,2.585003614425659,-41.5645751953125,26.600000381469727,54,0,364,0,407.6510620117187,33,2022-04-28T00:00:00Z,7.9805054930882795,88.66467519695001
1,2022-04-29T12:00:00Z,99485.328125,292.5459899902344,0.1980000138282776,0,0,0,20.150018310546898,85.33900451660156,20.207971191406273,18.550012207031273,1.0842772722244265,7.50786828994751,0.10000000149011612,0,0,0,1,6.97149658203125,-31.018848419189453,28.700000762939453,77,0,387,0,411.920166015625,36,2022-04-28T00:00:00Z,7.585759254172372,81.78223046952024
1,2022-04-29T15:00:00Z,99594.875,292.5459899902344,0.1980000138282776,0,0,0,21.5017028808594,83.20500946044922,21.5178161621094,20.150018310546898,0.5808081030845642,6.910512447357178,0.10999999940395357,0,0,0,1,48.18391418457031,-20.897607803344727,31.5,100,50,413,7,419.7837829589844,39,2022-04-28T00:00:00Z,6.934877096076554,85.19575045821992
1,2022-04-29T18:00:00Z,99459.8046875,292.9460144042969,0.19600000977516177,0,0,0,24.5017028808594,72.3987045288086,24.5017028808594,20.161187744140648,0.8465819954872131,8.338510513305664,0.30000001192092896,0,0,0,1,114.50604248046876,-1.885498046875,32.70000076293945,99,168,416,24,429,42,2022-04-28T00:00:00Z,8.381375701851827,84.20280895156851
1,2022-04-29T21:00:00Z,99205.953125,293.565185546875,0.1940000057220459,0,0,0,25.913629150390648,68.82379150390625,26.101708984375023,24.413629150390648,0.15498290956020355,8.298832893371582,0.08999999612569809,0,0,0,1,237.7712554931641,19.14033317565918,34.10000228881836,99,360,428,53,451.2708129882813,45,2022-04-28T00:00:00Z,8.300279940722595,88.93011046083382
1,2022-04-30T00:00:00Z,99050.3984375,294.1951904296875,0.19200000166893005,0,0,0,26.203240966796898,69.83720397949219,27.3151794433594,24.462274169921898,-0.09752929210662842,6.710986137390137,0.10000000149011612,0,0,0,1,229.7989959716797,3.977636814117432,34.79999923706055,72,345,421,52,452.2708129882813,48,2022-04-28T00:00:00Z,6.71169478589882,90.83260840545101
1,2022-04-30T03:00:00Z,99113.265625,294.3551940917969,0.19100001454353333,0,0,0,24.167352294921898,69.8267593383789,25.981011962890648,24.112359619140648,-0.29838132858276367,8.217267990112305,0,0,0,0,0,27.515039443969727,-72.8599624633789,33.70000076293945,1,20,384,4,438.1892395019531,51,2022-04-28T00:00:00Z,8.222683542407012,92.07958203892841
1,2022-04-30T06:00:00Z,99197.3515625,294.34600830078125,0.19100001454353333,0,0,0,21.862664794921898,79.09265899658203,25.984155273437523,21.849694824218773,0.8047704696655273,9.807645797729492,0.10000000149011612,0,0,0,0,18.676513671875,-70.626220703125,27.30000114440918,0,9,378,2,433.7840881347656,54,2022-04-28T00:00:00Z,9.840608294336619,85.30908019068865
1,2022-04-30T09:00:00Z,99149.4921875,294.0459899902344,0.19100001454353333,0,0,0,19.8579040527344,91.9588394165039,21.657861328125023,19.8579040527344,1.5908252000808716,7.131401062011719,0,0,0,0,0,4.0328826904296875,-51.6343994140625,26.399999618530273,28,0,358,0,416.0362243652344,57,2022-04-28T00:00:00Z,7.306682278878302,77.42473200540347
1,2022-04-30T12:00:00Z,99380.765625,293.84600830078125,0.19200000166893005,0,0,0,20.278497314453148,91.98717498779295,21.719689941406273,19.728631591796898,2.6029515266418457,3.3636717796325684,0.6000000238418579,0,0,0,1,9.9579620361328125,-37.43940353393555,30.899999618530273,59,0,383,0,416.4841918945313,60,2022-04-28T00:00:00Z,4.253192270653144,52.26577960311325
1,2022-04-30T15:00:00Z,99546.9921875,293.5650329589844,0.1970000118017197,0,0,0,21.3696228027344,90.34432220458984,21.396447753906273,20.135400390625023,2.019584894180298,5.243974685668945,0.6000000238418579,0,0,0,1,45.20694732666016,-8.275256156921387,32.79999923706055,100,50,414,7,419.8577270507813,63,2022-04-28T00:00:00Z,5.619430011018729,68.93706539199752
1,2022-04-30T18:00:00Z,99551.2421875,293.9650573730469,0.19500000774860385,0,0,0,25.0070739746094,77.29278564453125,25.050012207031273,20.135400390625023,1.7879247665405271,5.091467380523682,0.699999988079071,0,0,0,1,122.16230010986328,28.991724014282227,32.20000076293945,97,213,417,31,431.7201232910156,66,2022-04-28T00:00:00Z,5.396268623571817,70.65071441435434
1,2022-04-30T21:00:00Z,99398.953125,294.68853759765625,0.193000003695488,0,0,0,26.984826660156273,69.7571029663086,27.050012207031273,25.150018310546898,0.49006345868110657,3.5861523151397705,0.5,0,0,0,1,300.54669189453125,105.6716079711914,34.20000076293945,77,570,421,81,463.9468078613281,69,2022-04-28T00:00:00Z,3.6194820929128553,82.21847975600225
1,2022-05-01T00:00:00Z,99396.2265625,295.2353210449219,0.20000000298023224,0,0,0,25.441918945312523,78.83808135986328,27.415155029296898,24.735253906250023,0.2156408578157425,0.7206274271011353,2.299999952316284,0,0,0,1,246.48252868652344,67.86681365966797,36.400001525878906,65,457,417.4600830078125,67,463,72,2022-04-28T00:00:00Z,0.7522000187781912,73.34069109985792
1,2022-05-01T03:00:00Z,99643.0234375,294.92529296875,0.2200000137090683,0,0,0,21.150018310546898,87.7772445678711,25.050012207031273,21.1872497558594,-0.6532129049301147,-1.796369552612305,1.899999976158142,0,0,0,1,6.012585639953613,-16.598596572875977,35.70000076293945,32,20,390,3,424,75,2022-04-28T00:00:00Z,1.9114472707139405,-109.98275757740042
1,2022-05-01T06:00:00Z,99720.9921875,294.465087890625,0.2290000170469284,0,0,0,19.242120361328148,87.91248321533203,25.050744628906273,19.302453613281273,-1.73068106174469,-2.3058788776397705,3.5,0,0,0,1,6.069677829742432,-23.15966796875,33,20,8,379.2881774902344,2,417.2135620117187,78,2022-04-28T00:00:00Z,2.8831119187133503,-126.89011876993962
1,2022-05-01T09:00:00Z,99688.3046875,293.8650817871094,0.22700001299381256,0,0,0,17.651055908203148,87.3572998046875,19.142114257812523,17.651055908203148,-2.944023370742798,-0.16075439751148224,0.25,0,0,0,1,12.737231254577637,-31.509424209594727,32.10000228881836,23,0,357.4600830078125,0,400,81,2022-04-28T00:00:00Z,2.9484089919478715,-176.87454555533296
1,2022-05-01T12:00:00Z,99742.6875,293.3650817871094,0.23500001430511477,0,0,0,18.656701660156273,97.24102020263672,19.157891845703148,17.650018310546898,-1.2763867378234863,2.7362060546875,0.6000000238418579,0,0,0,1,6.193322658538818,-28.13427734375,36,18,0,358,0,400,84,2022-04-28T00:00:00Z,3.019269229167915,115.00813328577388
1,2022-05-01T15:00:00Z,99885.8203125,293.5650939941406,0.26100000739097595,0,0,0,23.855584716796898,85.2119369506836,23.855584716796898,18.935632324218773,-0.07057616859674454,5.522302150726318,1.9799998998641968,0,0,0,1,134.1054229736328,33.03078842163086,36.70000076293945,20,300,373,52,427,87,2022-04-28T00:00:00Z,5.522753121359882,90.73221210060518
1,2022-05-01T18:00:00Z,99844.109375,294.2651062011719,0.2670000195503235,0,0,0,27.219598388671898,68.79114532470703,27.2556091308594,18.919610595703148,-0.7692187428474426,5.251313209533691,3.4000000953674316,0,0,0,1,274.00079345703125,73.8929214477539,35.5,60,524,382,76,443,90,2022-04-28T00:00:00Z,5.307352249377352,98.33348950268743
1,2022-05-01T21:00:00Z,99656.1484375,295.2353210449219,0.25,0,0,0,28.573297119140648,62.24016189575195,28.9387145996094,27.389764404296898,-1.5411547422409058,4.771559715270996,0.4000000059604645,0,0,0,1,455.9490356445313,123.81316375732422,37.5,85,800,406,106,478.0595703125,93,2022-04-28T00:00:00Z,5.0142736319360015,107.89981457603355
1,2022-05-02T00:00:00Z,99476.1796875,295.7585754394531,0.242000013589859,0,0,0,26.853356933593773,71.60723114013672,29.095086669921898,26.852197265625023,-3.252331495285034,3.5668089389801025,0.5,0,0,0,1,349.0652770996094,60.489967346191406,36.60000228881836,84,590,407,81,471.2669982910156,96,2022-04-28T00:00:00Z,4.8269852042875945,132.35956852569922
1,2022-05-02T03:00:00Z,99499.5078125,295.68182373046875,0.23800000548362732,0,0,0,23.865655517578148,71.3547592163086,26.547814941406273,23.905175781250023,-3.4617748260498047,5.306694030761719,0.00999999977648258,0,0,0,0,22.99267578125,-58.0499153137207,32.10000228881836,100,20,388,3,437.64105224609375,99,2022-04-28T00:00:00Z,6.335999248926266,123.11806361648618
1,2022-05-02T06:00:00Z,99645.8125,295.5650939941406,0.23500001430511477,0,0,0,22.354180908203148,75.03414154052734,26.5620056152344,22.3351989746094,-0.8184106349945068,6.08596658706665,0,0,0,0,0,19.27037048339844,-58.715126037597656,27.899999618530273,99,9,386,2,435.1116943359375,102,2022-04-28T00:00:00Z,6.140747940305301,97.65890640520993
1,2022-05-02T09:00:00Z,99338.875,295.16510009765625,0.2330000102519989,0,0,0,21.448083496093773,83.715728759765625,22.248071289062523,20.965692138671898,-3.3904247283935547,11.19931411743164,0,0,0,0,1,9.518959045410156,-36.9619255065918,31.399999618530273,100,0,388,0,422.1982116699219,105,2022-04-28T00:00:00Z,11.70126559564418,106.84290262255749
1,2022-05-02T12:00:00Z,99389.578125,294.965087890625,0.23100000619888303,0,0,0,21.4318786621094,72.80015563964844,22.674768066406273,20.665673828125023,1.347756266593933,6.624899864196777,0.10000000149011612,0,0,0,1,14.666542053222656,-49.71174240112305,29.200000762939453,99,0,377.17242431640625,0,420.80377197265625,108,2022-04-28T00:00:00Z,6.760602426173107,78.50078766373603
1,2022-05-02T15:00:00Z,99572.875,294.965087890625,0.22700001299381256,0,0,0,25.388208007812523,72.20000457763672,25.4318786621094,21.3117614746094,1.052656173706055,9.845327377319336,0.04999999701976776,0,0,0,1,177.75323486328125,-9.11651611328125,37.29999923706055,33,310,367,53,431.64605712890625,111,2022-04-28T00:00:00Z,9.90144212661141,83.89715643177236
1,2022-05-02T18:00:00Z,99462.875,295.3650817871094,0.22200001776218417,0,0,0,26.614770507812523,69.1571273803711,26.639825439453148,21.314782714843773,1.230690836906433,9.178747177124023,0.30000001192092896,0,0,0,1,234.0279235839844,0.705322265625,37.400001525878906,58,359,397,56,442,114,2022-04-28T00:00:00Z,9.260885469414234,82.36330009000746
1,2022-05-02T21:00:00Z,99248.0546875,295.94281005859375,0.2160000056028366,0,0,0,28.535272216796898,64.98682403564453,28.950006103515648,26.742120361328148,1.6171728372573853,5.785252571105957,0.10999999940395357,0,0,0,1,313.6076354980469,3.064208984375,36.5,90,440,439,62,465.3133544921875,117,2022-04-28T00:00:00Z,6.007028824389907,74.38253324289579
