air_temperature,air_pressure,relative_humidity,surface_downwelling_longwave_flux_in_air,surface_downwelling_shortwave_flux_in_air,precipitation_flux,eastward_wind,northward_wind,wind_speed,cloud_area_fraction,hours_since_forecast_issue,forecast_issue_datetime,ensemble,forecast_datetime_UTC,wind_direction
302.1407775878906,99200.2109375,61.624061584472656,408,0,0,-1.8601322174072263,5.51908540725708,5.881921768188477,0,3,2022-06-07T00:00:00Z,00,2022-06-07T03:00:00Z,108.62568501812738
298.8162536621094,99313.8515625,75.65433502197266,401,0,0,-2.0401611328125,5.495114803314209,5.861616134643555,49,6,2022-06-07T00:00:00Z,00,2022-06-07T06:00:00Z,110.36835787356246
296.846923828125,99415.0859375,85.41944885253906,401,0,0,-0.8293246626853943,5.858621120452881,6.053732395172119,49,9,2022-06-07T00:00:00Z,00,2022-06-07T09:00:00Z,98.05704630465308
297.5517272949219,99523.1171875,84.27052307128906,425.15667724609375,173.22471618652344,0,0.40562009811401367,6.461240291595459,6.473959445953369,61,12,2022-06-07T00:00:00Z,00,2022-06-07T12:00:00Z,86.40783184562461
301.609619140625,99636.078125,68.51033020019531,425.15667724609375,590.9154052734375,0,0.5848858952522278,7.028502941131592,6.981787204742432,61,15,2022-06-07T00:00:00Z,00,2022-06-07T15:00:00Z,85.24301856818184
306.5,99646.71875,49.20000076293945,430,940.045654296875,0,0.06353515386581421,6.655415058135986,6.6557183265686035,0,18,2022-06-07T00:00:00Z,00,2022-06-07T18:00:00Z,89.45304904995305
309.324462890625,99487.2578125,38.65679931640625,430,707.99609375,0,-0.539347231388092,4.907772064208984,4.998169898986816,0,21,2022-06-07T00:00:00Z,00,2022-06-07T21:00:00Z,96.27144219159135
308.8733215332031,99353.0703125,39.46429443359375,410,126,0,-0.983435034751892,3.86505126953125,3.988203287124634,0,24,2022-06-07T00:00:00Z,00,2022-06-08T00:00:00Z,104.27557973427342
305.0111999511719,99425.296875,50.74420166015625,410,0,0,-1.0731558799743652,5.300455570220947,5.343574523925781,0,27,2022-06-07T00:00:00Z,00,2022-06-08T03:00:00Z,101.44566099151028
300.21160888671875,99565.0546875,67.50457000732422,389,0,0,-0.41319334506988525,7.248405456542969,7.2601728439331055,33,30,2022-06-07T00:00:00Z,00,2022-06-08T06:00:00Z,93.26259911558374
297.2539978027344,99617.8046875,82.57689666748047,389,0,0,1.1257095336914065,7.40306568145752,7.587817192077637,33,33,2022-06-07T00:00:00Z,00,2022-06-08T09:00:00Z,81.3538421299211
297.5327453613281,99686.5390625,84.2001953125,425,166.3709716796875,0,2.408828020095825,5.836357116699219,6.3139142990112305,65,36,2022-06-07T00:00:00Z,00,2022-06-08T12:00:00Z,67.57268940945673
301.3733825683594,99862.9921875,65.38243865966797,425,567.07000732421875,0,2.3844573497772217,3.3763198852539063,4.102856159210205,65,39,2022-06-07T00:00:00Z,00,2022-06-08T15:00:00Z,54.7691265428531
306.2111511230469,99936.421875,42.79999923706055,430,932.8291015625,0,1.5969555377960205,1.4977147579193115,2.189387321472168,22,42,2022-06-07T00:00:00Z,00,2022-06-08T18:00:00Z,43.16325186181052
309.1529541015625,99733.5703125,34.04447555541992,430,703.1712646484375,0,0.7832011580467224,1.3562748432159424,1.6289933919906616,22,45,2022-06-07T00:00:00Z,00,2022-06-08T21:00:00Z,59.995073038712746
308.8824157714844,99533.6796875,36.699989318847656,404,126,0,-0.1459082067012787,2.1849048137664795,2.1897711753845215,7,48,2022-06-07T00:00:00Z,00,2022-06-09T00:00:00Z,93.82054644727967
305.0873107910156,99620.46875,45.09870529174805,404,0,0,-1.31200909614563,2.8941986560821533,3.224074602127075,7,51,2022-06-07T00:00:00Z,00,2022-06-09T03:00:00Z,114.38591739716406
299.8952941894531,99843.0078125,60.57240676879883,391,0,0,-2.1408934593200684,3.028337240219116,3.708672523498535,4,54,2022-06-07T00:00:00Z,00,2022-06-09T06:00:00Z,125.25853243425112
296.026611328125,99995.546875,81.658416748046875,391,0,0,-2.0326428413391113,2.518424272537231,3.0085794925689697,4,57,2022-06-07T00:00:00Z,00,2022-06-09T09:00:00Z,128.90731088983748
296.1318054199219,100087.7734375,88.71650695800781,406,210.76609802246097,0,-0.9803393483161926,2.209667921066284,2.4173741340637207,0,60,2022-06-07T00:00:00Z,00,2022-06-09T12:00:00Z,113.92490473049818
301.446533203125,100152.4453125,66.9591064453125,406,717.980712890625,0,0.6897907853126526,2.7741050720214844,3.101958990097046,0,63,2022-06-07T00:00:00Z,00,2022-06-09T15:00:00Z,76.0363930313671
307.61614990234375,100099.1328125,39.18668365478515,427,941.32440185546875,0,1.9119482040405271,3.276984691619873,3.793965578079224,0,66,2022-06-07T00:00:00Z,00,2022-06-09T18:00:00Z,59.73868674515363
310.0478515625,99869.9609375,29.98350715637207,427,710.18194580078125,0,1.7832372188568115,2.8827805519104004,3.2636501789093018,0,69,2022-06-07T00:00:00Z,00,2022-06-09T21:00:00Z,58.2597955908917
308.7861633300781,99660.3671875,33.48091506958008,395,132,0,0.7919506430625916,2.759650707244873,2.871037721633911,0,72,2022-06-07T00:00:00Z,00,2022-06-10T00:00:00Z,73.98784662280184
305.0770263671875,99654.703125,39.87291717529297,395,0,0,-0.2339644730091095,3.9518063068389897,3.93609881401062,0,75,2022-06-07T00:00:00Z,00,2022-06-10T03:00:00Z,93.38820939657649
300.334716796875,99739.59375,54.0571174621582,384,0,0,-0.49913328886032104,5.003986835479736,5.0288190841674805,0,78,2022-06-07T00:00:00Z,00,2022-06-10T06:00:00Z,95.69624742999697
