air_temperature,air_pressure,relative_humidity,surface_downwelling_longwave_flux_in_air,surface_downwelling_shortwave_flux_in_air,precipitation_flux,eastward_wind,northward_wind,wind_speed,cloud_area_fraction,hours_since_forecast_issue,forecast_issue_datetime,ensemble,forecast_datetime_UTC,wind_direction
302.7099304199219,99622.5390625,59.70309066772461,406,0,0,-1.9950766563415527,4.939013481140137,5.256324768066406,0,3,2022-06-08T00:00:00Z,00,2022-06-08T03:00:00Z,111.99586797942415
298.93035888671875,99683.7109375,77.01042938232422,382,0,0,-1.4738891124725342,5.298656940460205,5.499828815460205,20,6,2022-06-08T00:00:00Z,00,2022-06-08T06:00:00Z,105.54458748281817
295.68145751953125,99702.203125,94.41758728027344,382,0,0,-0.4651736319065094,5.277860641479492,5.344756126403809,20,9,2022-06-08T00:00:00Z,00,2022-06-08T09:00:00Z,95.03685007166325
295.7921142578125,99745.8515625,95.80400848388672,394,212.06195068359375,0,0.8205736875534058,4.995891094207764,5.062831878662109,16,12,2022-06-08T00:00:00Z,00,2022-06-08T12:00:00Z,80.67246877907056
300.9166259765625,99847.0859375,71.51258850097656,394,722.80621337890625,0,2.023996591567993,4.533670902252197,4.824787139892578,16,15,2022-06-08T00:00:00Z,00,2022-06-08T15:00:00Z,65.94226732334067
306.83624267578125,99861.328125,44.203399658203125,426.3483276367187,938.0623779296876,0,2.041437864303589,3.780397891998291,4.296379566192627,4,18,2022-06-08T00:00:00Z,00,2022-06-08T18:00:00Z,61.630683787775595
309.0669250488281,99678.875,37.05040740966797,426.3483276367187,707.11614990234375,0,0.23449379205703735,2.826349973678589,3.339621067047119,4,21,2022-06-08T00:00:00Z,00,2022-06-08T21:00:00Z,85.25720326239737
307.9361572265625,99506.59375,42.965877532958984,406,108,0,-1.429924249649048,2.7578465938568115,3.1065094470977783,29,24,2022-06-08T00:00:00Z,00,2022-06-09T00:00:00Z,117.4064246965669
304.83538818359375,99556.0625,50.88188171386719,406,0,0,-1.1227697134017944,4.216555595397949,4.366940021514893,29,27,2022-06-08T00:00:00Z,00,2022-06-09T03:00:00Z,104.91054499268307
300.6000061035156,99741.1484375,64.07136535644531,387,0,0,-0.17177002131938934,5.069499492645264,5.072408676147461,2,30,2022-06-08T00:00:00Z,00,2022-06-09T06:00:00Z,91.94061239946423
296.4624938964844,99924.859375,84.04424285888672,387,0,0,-0.0931994765996933,3.5015509128570557,3.4620108604431152,2,33,2022-06-08T00:00:00Z,00,2022-06-09T09:00:00Z,91.5246604472416
295.8000183105469,100064.4609375,90.91741180419922,402,210.76609802246097,0,-7.446288946084678e-4,1.743635177612305,1.7436354160308838,10,36,2022-06-08T00:00:00Z,00,2022-06-09T12:00:00Z,90.0244684730606
