ensemble,forecast_datetime_UTC,air_pressure,TSOIL,SOILW,WEASD,SNOD,ICETK,air_temperature,relative_humidity,TMAX,TMIN,eastward_wind,northward_wind,precipitation_flux,CSNOW,CICEP,CFRZR,CRAIN,LHTFL,SHTFL,PWAT,cloud_area_fraction,surface_downwelling_shortwave_flux_in_air,surface_downwelling_longwave_flux_in_air,USWRF,ULWRF,hours_since_forecast_issue,forecast_issue_datetime,wind_speed,wind_direction
1,2022-04-27T03:00:00Z,100839.671875,291.244384765625,0.20500001311302185,0,0,0,14.612145996093773,71.7933578491211,19.639764404296898,14.609429931640648,-2.4842283725738525,0.3230297863483429,0,0,0,0,0,9.05010986328125,-45.835693359375,12.300000190734863,0,20,307,5,386.078857421875,3,2022-04-27T00:00:00Z,2.505142480971729,172.59127121724438
1,2022-04-27T06:00:00Z,100775.8671875,290.5459899902344,0.20500001311302185,0,0,0,12.817193603515648,72.85913848876953,19.597314453125023,12.759423828125025,-3.04156231880188,0.3003173768520355,0,0,0,0,0,5.296777248382568,-45.172607421875,13.40000057220459,0,10,301.11273193359375,3,377,6,2022-04-27T00:00:00Z,3.056352706412458,174.36101465725173
1,2022-04-27T09:00:00Z,100731.6484375,289.6920166015625,0.20500001311302185,0,0,0,11.483514404296898,72.32836151123047,12.689080810546898,11.455590820312525,-2.748896360397339,1.3624560832977295,0,0,0,0,0,1.9308594465255735,-39.4218635559082,17.600000381469727,0,0,293,0,364.1116943359375,9,2022-04-27T00:00:00Z,3.0680152833909946,153.63526043265054
1,2022-04-27T12:00:00Z,100770.453125,288.89202880859375,0.20400001108646393,0,0,0,10.474969482421898,77.3629150390625,12.689080810546898,10.455590820312525,-2.8998119831085205,1.82833731174469,0,0,0,0,0,1.591796875,-35.6053466796875,22.100000381469727,0,0,296,0,361.1116943359375,12,2022-04-27T00:00:00Z,3.428079179788234,147.76848591303363
1,2022-04-27T15:00:00Z,100803.0390625,288.84600830078125,0.20200000703334808,0,0,0,16.761254882812523,62.975318908691406,16.805841064453148,10.572534179687525,-3.6947021484375,2.284963369369507,0,0,0,0,0,113.52374267578124,53.96110916137695,23.30000114440918,0,310,310.02197265625,55,382.0558471679687,15,2022-04-27T00:00:00Z,4.3441778928848125,148.2655635170442
1,2022-04-27T18:00:00Z,100668.8515625,289.84600830078125,0.19600000977516177,0,0,0,22.310449218750023,48.964717864990234,22.338739013671898,10.626855468750025,-3.066739320755005,3.010209798812866,0,0,0,0,0,243.00326538085935,130.5831756591797,24.100000381469727,0,577,321.02197265625,83,407,18,2022-04-27T00:00:00Z,4.297237844747934,135.5329663854025
1,2022-04-27T21:00:00Z,100323.390625,291.0351867675781,0.18900001049041748,0,0,0,24.161279296875023,46.92909622192383,24.361291503906273,22.423791503906273,-2.9568235874176025,4.024037837982178,0,0,0,0,0,449.7030334472656,197.1293182373047,25.30000114440918,0,920,348,116,454.24749755859375,21,2022-04-27T00:00:00Z,4.993564483274586,126.30808134457234
1,2022-04-28T00:00:00Z,100189.828125,291.6897888183594,0.1860000044107437,0,0,0,22.086114501953148,62.090789794921875,24.361291503906273,22.084588623046898,-2.079780340194702,2.3854808807373047,0,0,0,0,0,348.92755126953125,116.04713439941406,24.899999618530273,17,690,349,95,447,24,2022-04-27T00:00:00Z,3.1648073078504506,131.08352982010166
1,2022-04-28T03:00:00Z,100205.96875,291.4397888183594,0.1850000023841858,0,0,0,17.260522460937523,65.07460021972656,21.660516357421898,17.261041259765648,-2.5267016887664795,2.436457395553589,0,0,0,0,0,11.729418754577637,-46.58514404296875,24.700000762939453,0,20,336.0205078125,5,400,27,2022-04-27T00:00:00Z,3.5100635413569305,136.04168480655807
1,2022-04-28T06:00:00Z,100164.9921875,291.0920104980469,0.1850000023841858,0,0,0,15.983850097656273,68.6024398803711,21.672540283203148,15.992028808593773,-2.591357469558716,3.0075414180755615,0,0,0,0,0,7.578686714172363,-45.02944564819336,25.399999618530273,42,10,335,2,395,30,2022-04-27T00:00:00Z,3.9699419286026982,130.74884092515066
