air_temperature,air_pressure,relative_humidity,surface_downwelling_longwave_flux_in_air,surface_downwelling_shortwave_flux_in_air,precipitation_flux,eastward_wind,northward_wind,wind_speed,cloud_area_fraction,hours_since_forecast_issue,forecast_issue_datetime,ensemble,forecast_datetime_UTC,wind_direction
307.61016845703125,99958.7578125,37.083839416503906,432,0,0,0.2825838625431061,6.819251537322998,6.895606994628906,32,3,2022-07-26T00:00:00Z,00,2022-07-26T03:00:00Z,87.62707029180575
302.4467468261719,100090.65625,58.2533073425293,401,0,0,0.9372485280036926,6.191904067993164,6.262436389923096,25,6,2022-07-26T00:00:00Z,00,2022-07-26T06:00:00Z,81.39266276013335
297.6251525878906,100183.6328125,80.86084747314453,401,0,0,0.8299137949943542,4.583416938781738,4.7148261070251465,25,9,2022-07-26T00:00:00Z,00,2022-07-26T09:00:00Z,79.73672157768326
297.2967224121094,100238.0546875,84.87962341308594,416,158.3892364501953,0,0.7198754549026489,3.3286547660827637,3.4056077003479004,37,12,2022-07-26T00:00:00Z,00,2022-07-26T12:00:00Z,77.79679637267512
303.90960693359375,100242.8125,58.03987884521485,416,681.22564697265625,0,0.989998996257782,3.459177255630493,3.3074536323547363,37,15,2022-07-26T00:00:00Z,00,2022-07-26T15:00:00Z,74.02914679354392
311.39569091796875,100129.4921875,26.8571720123291,462,848.84912109375,0,0.14099852740764618,4.490024089813232,4.492237091064453,85,18,2022-07-26T00:00:00Z,00,2022-07-26T18:00:00Z,88.20135339195575
313.421142578125,99879.8125,18.97148895263672,462,647.1170654296875,0,-2.7903738021850586,5.668425559997559,6.569104194641113,85,21,2022-07-26T00:00:00Z,00,2022-07-26T21:00:00Z,116.20946029896352
311.1057434082031,99733.4140625,27.735244750976563,434,60,0,-4.741061687469482,6.686899185180664,8.197090148925781,63,24,2022-07-26T00:00:00Z,00,2022-07-27T00:00:00Z,125.33692683749793
307.0193786621094,99888.5390625,41.07514190673828,434,0,0,-2.985466718673706,7.2702860832214355,8.1773529052734375,63,27,2022-07-26T00:00:00Z,00,2022-07-27T03:00:00Z,112.32499036861748
302.0784912109375,100119.9921875,59.50261306762695,402,0,0,-0.17412596940994263,6.827441215515137,6.829660892486572,67,30,2022-07-26T00:00:00Z,00,2022-07-27T06:00:00Z,91.4609457016658
297.46795654296875,100181.4453125,81.83518981933594,402,0,0,0.6845706701278687,5.1219162940979,4.946155071258545,67,33,2022-07-26T00:00:00Z,00,2022-07-27T09:00:00Z,82.38723875969752
297.1000061035156,100165.5546875,87.53008270263672,419,155.4564971923828,0,0.5269579887390137,3.652043342590332,3.689865112304687,0,36,2022-07-26T00:00:00Z,00,2022-07-27T12:00:00Z,81.78938756221235
303.4721984863281,100192.765625,61.512359619140625,419,675.632568359375,0,0.7706785798072815,3.723325252532959,3.8331141471862793,0,39,2022-07-26T00:00:00Z,00,2022-07-27T15:00:00Z,78.3056811736198
310.69659423828125,100155.640625,29.938886642456055,478,565.85455322265625,0,0.8138818144798279,4.135175704956055,4.214508533477783,75,42,2022-07-26T00:00:00Z,00,2022-07-27T18:00:00Z,78.86541330252064
312.63909912109375,99962.453125,20.70557403564453,478,431.0719909667969,0,-0.0346059538424015,3.6945273876190186,3.778892517089844,75,45,2022-07-26T00:00:00Z,00,2022-07-27T21:00:00Z,90.53666326122419
310.5669860839844,99812.203125,27.432676315307617,442,60,0,-0.8037573099136353,3.744482278823853,3.829774618148804,78,48,2022-07-26T00:00:00Z,00,2022-07-28T00:00:00Z,102.11477255856863
307.0636291503906,99893.0234375,38.50743103027344,442,0,0,-0.5324580073356628,5.42853307723999,5.459323406219482,78,51,2022-07-26T00:00:00Z,00,2022-07-28T03:00:00Z,95.60194115821892
