ensemble,forecast_datetime_UTC,air_pressure,air_temperature,relative_humidity,eastward_wind,northward_wind,precipitation_flux,cloud_area_fraction,surface_downwelling_shortwave_flux_in_air,surface_downwelling_longwave_flux_in_air,hours_since_forecast_issue,forecast_issue_datetime,wind_speed,wind_direction
1,2022-11-20T03:00:00Z,101547.4609375,3.5452514648437727,55.587127685546875,-0.4314050078392029,-2.1879711151123047,0,94,0,264.5948486328125,3,2022-11-20T00:00:00Z,2.230095935459846,-101.15400647511585
1,2022-11-20T06:00:00Z,101594.7421875,2.4658447265625227,57.37761306762695,-0.3709680140018463,-1.850502848625183,0,79,0,262,6,2022-11-20T00:00:00Z,1.8873203385176538,-101.33575519147887
1,2022-11-20T09:00:00Z,101499.3984375,1.8315368652343975,54.62125396728515,-0.9368615746498108,-2.37469482421875,0,45,0,247,9,2022-11-20T00:00:00Z,2.5528190531697783,-111.53016269251697
1,2022-11-20T12:00:00Z,101522.84375,0.8551574707031477,52.40998458862305,-1.049838900566101,-2.1523704528808594,0,23,0,241,12,2022-11-20T00:00:00Z,2.394756831825811,-116.00124052952684
1,2022-11-20T15:00:00Z,101683.2421875,4.276727294921898,42.32098388671875,-1.8386303186416624,-1.5423120260238647,0,4,100,238.5399169921875,15,2022-11-20T00:00:00Z,2.3998516275482906,-140.0088152745077
1,2022-11-20T18:00:00Z,101602.4140625,7.489617919921898,35.26153564453125,-2.2193870544433594,0.16481444239616394,0,40,200,267,18,2022-11-20T00:00:00Z,2.2254983032689846,175.75293985312712
1,2022-11-20T21:00:00Z,101317.4296875,8.520104980468773,33.538455963134766,-0.6715136766433716,1.317602515220642,0,96,240,326,21,2022-11-20T00:00:00Z,1.478853274004849,117.00558069877818
1,2022-11-21T00:00:00Z,101324.1484375,6.159600830078148,46.310062408447266,0.35371580719947815,3.1310620307922363,0.10000000149011612,97,147,323,24,2022-11-20T00:00:00Z,3.150978310450832,83.55462709057915
1,2022-11-21T03:00:00Z,101302,5.081933593750023,60.825408935546875,0.35075071454048157,2.2565159797668457,0.07999999821186066,100,0,329.9340515136719,27,2022-11-20T00:00:00Z,2.2836134591243296,81.16470276727624
1,2022-11-21T06:00:00Z,101275.3203125,5.552850341796898,62.8644905090332,-0.03020629845559597,1.1199902296066284,0.10000000149011612,100,0,332,30,2022-11-20T00:00:00Z,1.120397489679755,91.54490095054304
1,2022-11-21T09:00:00Z,101201.5546875,5.826257324218773,62.474212646484375,0.3819287121295929,0.18705077469348907,0.01999999955296516,100,0,335,33,2022-11-20T00:00:00Z,0.425273480789014,26.093445965026476
