Depth_m,.estimate
0,0.17001617104572292
0.5,0.07227129866024047
1,0.0593138766755779
1.5,0.05323202915414675
2,0.05049711214572677
2.5,0.05529095489974453
3,0.06454899867804363
3.5,0.06995219090246063
4,0.06879994302484138
4.5,0.07407780606034449
5,0.08469896035266708
5.5,0.09058678593699919
6,0.10948217156715424
6.5,0.13851215676541795
7,0.1362229463181564
7.5,0.08975797272796907
8,0.08474810546431835
8.5,0.09101014586938046
9,0.12509727495978862
9.5,0.12504556284762156
10,0.13312153628300885
