Depth_m,.estimate
0,0.30302219392736224
0.5,0.17396502195685667
1,0.1399077040583095
1.5,0.11800394442352409
2,0.10268248168093659
2.5,0.11043115147150417
3,0.11875662200232447
3.5,0.13423299332658128
4,0.1289713944229006
4.5,0.13598943248480877
5,0.16089063231466993
5.5,0.1571014174117118
6,0.17667198869878897
6.5,0.193389639068837
7,0.2012043882006106
7.5,0.16596430911756804
8,0.16947458986877093
8.5,0.1676699169086101
9,0.19230568486947594
9.5,0.21592420595059997
10,0.24634577870588487
