reference_datetime,site_id,datetime,family,variable,observation,crps,logs,mean,median,sd,quantile97.5,quantile02.5,quantile90,quantile10,horizon
2022-05-04T00:00:00Z,0,2022-05-04T00:00:00Z,sample,oxygen,8.571,0.010622701752013268,-2.597250248023404,8.557097893514765,8.560025861003906,0.045088317016891734,8.650058575278521,8.470427800410912,8.631863824133763,8.474663950458897,0
2022-05-04T00:00:00Z,0,2022-05-04T02:00:00Z,sample,oxygen,7.755,0.9681361667447639,496.4496701658572,8.77709744092916,8.773816485895974,0.09525779387830338,8.937635935214702,8.56003333671095,8.93182905458226,8.622607406149037,7200
2022-05-04T00:00:00Z,0,2022-05-04T04:00:00Z,sample,oxygen,7.519,1.1843538424895321,364.3006552797909,8.787609263626576,8.75468943591122,0.1545964926674385,9.199048240968253,8.55183575439829,9.119644968496289,8.553568850109004,14400
2022-05-04T00:00:00Z,0,2022-05-04T06:00:00Z,sample,oxygen,6.994,1.5826261461143385,Inf,8.633686984954437,8.639014244415785,0.10552973298415144,8.940650484736903,8.402199190619585,8.829319372674131,8.434910863846682,21600
2022-05-04T00:00:00Z,0,2022-05-04T08:00:00Z,sample,oxygen,7.551,1.4729491661958816,580.3709392507282,9.12415228665598,9.16527266748448,0.2033542085332313,9.333715905987884,8.543724896845058,9.326221840125708,8.563548378609694,28800
2022-05-04T00:00:00Z,0,2022-05-04T10:00:00Z,sample,oxygen,7.333,1.735503058431135,Inf,9.130513367100683,9.13625975591827,0.1162481734006936,9.332508493819256,8.736040902874326,9.277969700995415,8.94664640046597,36000
2022-05-04T00:00:00Z,0,2022-05-04T12:00:00Z,sample,oxygen,7.656,0.8667897981072752,153.19891595748837,8.608806251573235,8.561461960583534,0.1607241408117271,8.971788269885677,8.408079798623605,8.96478146117739,8.444312574663902,43200
2022-05-04T00:00:00Z,0,2022-05-04T14:00:00Z,sample,oxygen,7.819,0.867611050248665,107.20725191420289,8.760451904583496,8.77066090225951,0.13536878899153412,9.021299232173712,8.348412779126102,8.924967622355426,8.540292289510488,50400
2022-05-04T00:00:00Z,0,2022-05-04T16:00:00Z,sample,oxygen,8.552000000000024,0.4327132450370122,11.01185257141652,9.03613317072696,9.035873236409026,0.1000357607030551,9.178984876848972,8.655274857542459,9.164383102884372,8.911759360096116,57600
2022-05-04T00:00:00Z,0,2022-05-04T18:00:00Z,sample,oxygen,8.83,0.37388146701070046,118.76045664954685,9.239661547560877,9.247318459298857,0.0663135855168425,9.372001716044409,9.05886394369289,9.368662429268095,9.097021321470342,64800
2022-05-04T00:00:00Z,0,2022-05-04T20:00:00Z,sample,oxygen,9.193,0.24911617600920147,3.573148960486553,9.478967965277793,9.485536121642715,0.07376066395530749,9.653458144215042,9.222466723933245,9.608347352917004,9.351980415386562,72000
2022-05-04T00:00:00Z,0,2022-05-04T22:00:00Z,sample,oxygen,9.759,0.19407679345194334,141.79826340358701,9.534209598675243,9.527507820757354,0.11361204250991479,9.925749047083952,9.06831379569024,9.620622699037552,9.488662414363745,79200
2022-05-04T00:00:00Z,0,2022-05-06T22:00:00Z,sample,oxygen,8.185,0.7989399153714478,20.622347137502295,9.177791572325374,9.067463544704973,0.36355914390447885,10.25659627330448,8.764513409468313,9.977537787612397,8.769447713253417,252000
2022-05-04T00:00:00Z,0,2022-05-07T00:00:00Z,sample,oxygen,10.508,1.1956242550056866,10.092098306468852,9.042892473250275,8.906040156327004,0.4785807467880629,10.000880894359891,8.43182796060431,9.82389114248457,8.44123780453436,259200
2022-05-04T00:00:00Z,0,2022-05-07T02:00:00Z,sample,oxygen,10.045,0.6673083626422138,2.3063982472817655,9.149500822007711,8.954507742829392,0.4169513463854292,9.868663611764704,8.624601831084707,9.866394416423052,8.740808227619159,266400
2022-05-04T00:00:00Z,0,2022-05-07T04:00:00Z,sample,oxygen,9.423,0.3550762333409513,2.3555419542513203,8.977880825379211,8.758294951539733,0.4084354350993826,9.843700052361358,8.483232135802211,9.754979162475694,8.587059625405637,273600
2022-05-04T00:00:00Z,0,2022-05-07T06:00:00Z,sample,oxygen,9.407,0.4930118498673206,0.745123292417658,8.719266452664845,8.55951411919893,0.43855369129954147,9.691574306888144,8.105623388811189,9.675513890054978,8.188967887064395,280800
2022-05-04T00:00:00Z,0,2022-05-07T08:00:00Z,sample,oxygen,9.333,0.4164399851818854,0.5896287593493987,8.663341162641325,8.469854268298372,0.505175834695552,9.5737264781046445,7.957186520247006,9.540275766811554,7.961542213852815,288000
2022-05-04T00:00:00Z,0,2022-05-07T10:00:00Z,sample,oxygen,8.142,0.3185279823563106,0.30268677954776724,8.685751358645707,8.807106780441027,0.5253661235802711,9.403740692424831,7.84831919165279,9.344748375573705,7.879466784859582,295200
2022-05-04T00:00:00Z,0,2022-05-07T12:00:00Z,sample,oxygen,8.435,0.1585896373974677,0.7030794325055267,8.642746590006707,8.738246904573208,0.3672166912731667,9.249262041418971,7.986120472778681,9.23326084274118,8.00567255213733,302400
2022-05-04T00:00:00Z,0,2022-05-07T14:00:00Z,sample,oxygen,8.164,0.6542306305627027,1.2124384641789097,8.9751245523725,9.028014817001296,0.2970457859047727,9.452672108936422,8.198611555673565,9.358561001737735,8.233621887940389,309600
2022-05-04T00:00:00Z,0,2022-05-07T16:00:00Z,sample,oxygen,8.432,0.6060444935790008,2.4683513127434926,9.165148557414593,9.16108799983742,0.23477771867333333,9.511622709590997,8.515791171972149,9.468495690304724,8.656387574714179,316800
2022-05-04T00:00:00Z,0,2022-05-07T18:00:00Z,sample,oxygen,9.151,0.27970010670733203,0.7154934944045993,9.496579252184619,9.54993660614998,0.18406995041337249,9.67135805665504,8.798495018308591,9.65591393841054,9.172669383528548,324000
2022-05-04T00:00:00Z,0,2022-05-07T20:00:00Z,sample,oxygen,9.378,0.421159301173908,6.623421567140257,9.888614823361173,9.892674800999004,0.18617760864792313,10.209656035975138,9.243566286939966,10.19045455359182,9.615932848939952,331200
2022-05-04T00:00:00Z,0,2022-05-07T22:00:00Z,sample,oxygen,10.607,0.4299867338671197,1.0475650430093983,10.028319777304183,9.948222944828174,0.2759962636358673,10.58585085797273,9.195759710567216,10.542014172582974,9.700015735295407,338400
2022-05-04T00:00:00Z,0,2022-05-08T00:00:00Z,sample,oxygen,11.354000000000006,1.5785230889569777,608.6446404614873,9.697476020890436,9.721398006310944,0.1405391795154655,10.039164221399515,9.41941348901099,9.9060456968476,9.423488541081143,345600
2022-05-04T00:00:00Z,0,2022-05-08T02:00:00Z,sample,oxygen,10.932,1.0804413639756743,464.4514012328644,9.783521185547148,9.822327013226252,0.12524692243508279,9.937920860623302,9.499939581063389,9.933592595453824,9.504693295815295,352800
2022-05-04T00:00:00Z,0,2022-05-08T04:00:00Z,sample,oxygen,10.445,0.6892123771633334,449.57417199419643,9.699567737484696,9.7158158540187909,0.10636765146247261,9.86895799802478,9.43553057766841,9.868477944900132,9.465632185640503,360000
2022-05-04T00:00:00Z,0,2022-05-08T06:00:00Z,sample,oxygen,10.222,0.6258837681837492,57.23824645474473,9.501056242114904,9.47685511926015,0.16987822752961187,9.73959628633778,9.11600755857966,9.709347230564468,9.162983584585715,367200
