reference_datetime,site_id,datetime,family,variable,observation,crps,logs,mean,median,sd,quantile97.5,quantile02.5,quantile90,quantile10,horizon
2022-06-01T00:00:00Z,0,2022-06-01T00:00:00Z,sample,oxygen,10.213,0.5939272221793905,30.03468010056577,9.506491309146057,9.529564490780793,0.1971624817353612,9.811372043484296,9.110138150115908,9.800199123493176,9.14227271101057,0
2022-06-01T00:00:00Z,0,2022-06-01T02:00:00Z,sample,oxygen,9.869000000000026,0.059016197060197666,-1.2841105070142163,9.742923454871685,9.830482194089248,0.17083966150354868,9.941628910860056,9.456283683383292,9.934829131206376,9.459054578621387,7200
2022-06-01T00:00:00Z,0,2022-06-01T04:00:00Z,sample,oxygen,9.323,0.31043380833233303,4.145512501220973,9.727810576487327,9.801789163211646,0.17266991382785138,9.95718491505586,9.447267783715327,9.9120490699882,9.469867280838466,14400
2022-06-01T00:00:00Z,0,2022-06-01T06:00:00Z,sample,oxygen,8.823,0.3865506788903727,13.190064988337102,9.289193935906802,9.309733243593008,0.13910953355897232,9.513812528527032,9.006854059403686,9.500953158418056,9.099073711095764,21600
2022-06-01T00:00:00Z,0,2022-06-01T08:00:00Z,sample,oxygen,8.59,0.5133792468267406,15.855797638505681,9.235669506331673,9.172109711572425,0.2610449482521067,10.047084400063016,8.882314867634985,9.923049057771976,8.93596533103563,28800
2022-06-01T00:00:00Z,0,2022-06-01T10:00:00Z,sample,oxygen,8.373000000000006,0.8444362081973714,18.124314560816156,9.422404039470539,9.432711222677328,0.36208583439896996,9.963492846982763,8.938124464325222,9.943650940389023,8.940919830503478,36000
2022-06-01T00:00:00Z,0,2022-06-01T12:00:00Z,sample,oxygen,7.932,1.070808180359188,41.407839203464825,9.16561225332283,9.068141248368292,0.2885184982171167,9.776035212570116,8.621239258474855,9.585749599509318,8.831945513236763,43200
2022-06-01T00:00:00Z,0,2022-06-01T14:00:00Z,sample,oxygen,8.334,0.5267867167134191,91.17971180207763,8.92164042428358,8.930793230801225,0.10626550645896295,9.105870080822688,8.717454734415584,9.10091663070059,8.770856536585628,50400
2022-06-01T00:00:00Z,0,2022-06-01T16:00:00Z,sample,oxygen,8.766,0.2674169883762933,10.150665643427553,9.105938372826536,9.073348938652444,0.12829313083993182,9.364938446355843,8.909977698234446,9.356095622879318,8.91830399295149,57600
2022-06-01T00:00:00Z,0,2022-06-01T18:00:00Z,sample,oxygen,9.805000000000026,0.2916693927443375,0.9238508709025137,9.41020515560445,9.407652779396738,0.18785856779680737,9.778478412197275,8.916155048006342,9.752928117264435,9.007727219440143,64800
2022-06-01T00:00:00Z,0,2022-06-01T20:00:00Z,sample,oxygen,9.996,0.0816963058286263,-0.4127586356822269,9.859085676099976,9.859985207375631,0.15359470879330955,10.147045986441018,9.52221100540571,10.105628315733938,9.598269457041754,72000
2022-06-01T00:00:00Z,0,2022-06-01T22:00:00Z,sample,oxygen,10.09,0.18773887396944594,0.8895072335146847,9.809835324622298,9.834210322948946,0.18148818906015676,10.154739254775956,9.189113527761128,10.047826612881236,9.541181687468084,79200
2022-06-01T00:00:00Z,0,2022-06-02T00:00:00Z,sample,oxygen,10.155000000000006,0.7147793467500242,4.145236228292541,9.223265752599385,9.103667263480974,0.38859269706538174,9.918909335729634,8.54105024943945,9.880991182194933,8.775123605050508,86400
2022-06-01T00:00:00Z,0,2022-06-02T02:00:00Z,sample,oxygen,9.869000000000026,0.10650380476639608,0.33920331921848734,9.839695225342233,9.725463849328456,0.35453249526126585,10.59696934182354,9.292435257503278,10.53505962694953,9.309460747419246,93600
2022-06-01T00:00:00Z,0,2022-06-02T04:00:00Z,sample,oxygen,9.337,0.15531439442777667,-1.7678507895288256e-4,9.633723763820017,9.592307454736124,0.3474308918570256,10.453256972661984,9.13939591168767,10.305254899257614,9.159787218351584,100800
2022-06-01T00:00:00Z,0,2022-06-02T06:00:00Z,sample,oxygen,8.685,0.29512832786280907,12.601569548218553,9.053993956236523,9.048496222482097,0.13218043238892171,9.398325932535432,8.858760531257637,9.282460993832638,8.863757560044204,108000
2022-06-01T00:00:00Z,0,2022-06-02T08:00:00Z,sample,oxygen,8.203999999999999,0.5616751091191649,9.245397047088463,8.848889659761822,8.874803216650022,0.16370317659815614,9.067148039962,8.353614576784324,9.053116735553022,8.368006685083541,115200
2022-06-01T00:00:00Z,0,2022-06-02T10:00:00Z,sample,oxygen,8.676,0.05121022149618072,-0.8930239398524396,8.599266005075973,8.621972848928849,0.2290772517158599,9.10528179070929,8.142585873372377,9.061231576595624,8.144588675480076,122400
2022-06-01T00:00:00Z,0,2022-06-02T12:00:00Z,sample,oxygen,8.629,0.15608755114614262,0.1643231516193665,8.398622135670445,8.404074472349876,0.22848159371006246,9.039943839948933,8.1108452462322,8.962829793628591,8.123112369532429,129600
